1.00000000000000e+00 -8.88888888888890e-04 1.17333333333333e-02 -0.00000000000000e+00 -5.33333333333333e-03 -4.88483075890616e-01 -0.00000000000000e+00
8.00000000000000e-01 7.11111111111111e-03 1.17333333333333e-02 0.00000000000000e+00 -5.33333333333333e-03 6.13603844863269e-01 0.00000000000000e+00
6.00000000000000e-01 2.02666666666667e-01 1.17333333333333e-02 0.00000000000000e+00 -5.33333333333333e-03 1.01333333333333e-01 0.00000000000000e+00
7.00000000000000e-01 -1.97333333333333e-01 1.17333333333333e-02 0.00000000000000e+00 -5.33333333333333e-03 -9.86666666666667e-02 0.00000000000000e+00
5.00000000000000e-01 2.66666666666667e-03 2.31733333333333e-01 0.00000000000000e+00 -1.05333333333333e-01 1.33333333333333e-03 0.00000000000000e+00
9.00000000000000e-01 2.66666666666667e-03 -2.08266666666667e-01 0.00000000000000e+00 9.46666666666667e-02 1.33333333333333e-03 0.00000000000000e+00
4.00000000000000e-01 2.66666666666667e-03 1.17333333333333e-02 1.80000000000000e-01 -5.33333333333333e-03 5.13333333333333e-02 -2.00000000000000e-02
4.00000000000000e-01 2.66666666666667e-03 1.17333333333333e-02 -1.80000000000000e-01 -5.33333333333333e-03 -4.86666666666667e-02 2.00000000000000e-02
3.00000000000000e-01 1.52666666666667e-01 1.61733333333333e-01 0.00000000000000e+00 -6.53333333333333e-02 4.13333333333333e-02 0.00000000000000e+00
3.00000000000000e-01 -1.47333333333333e-01 -1.38266666666667e-01 0.00000000000000e+00 5.46666666666667e-02 -3.86666666666667e-02 0.00000000000000e+00
3.50000000000000e-01 1.52666666666667e-01 -1.38266666666667e-01 0.00000000000000e+00 4.46666666666667e-02 3.13333333333333e-02 0.00000000000000e+00
3.50000000000000e-01 -1.47333333333333e-01 1.61733333333333e-01 0.00000000000000e+00 -5.53333333333333e-02 -2.86666666666667e-02 0.00000000000000e+00
2.50000000000000e-01 1.02666666666667e-01 1.17333333333333e-02 1.20000000000000e-01 -5.33333333333333e-03 4.13333333333333e-02 3.00000000000000e-02
2.50000000000000e-01 -9.73333333333333e-02 1.17333333333333e-02 -1.20000000000000e-01 -5.33333333333333e-03 -3.86666666666667e-02 -3.00000000000000e-02
2.00000000000000e-01 2.66666666666667e-03 1.11733333333333e-01 -1.20000000000000e-01 -3.53333333333333e-02 1.33333333333333e-03 2.00000000000000e-02
2.00000000000000e-01 2.66666666666667e-03 -8.82666666666667e-02 1.20000000000000e-01 2.46666666666667e-02 1.33333333333333e-03 -2.00000000000000e-02
